id,gender,age,exercise_importance,fitness_level,regularity,do_you,time,time_spent,balanced_diet,health_level,recommend_fitness,equipment,barriers,exercises,prevents_balanced,motivation
613,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't have enough time,Team sport,Ease of access to fast food,I want to increase muscle mass and strength
614,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't have enough time,Team sport,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
615,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't have enough time,Team sport,Temptation and cravings,I want to increase muscle mass and strength
616,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't have enough time,Team sport,Temptation and cravings,I'm sorry ... I'm not really interested in exercising
617,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't have enough time,I don't really exercise,Ease of access to fast food,I want to increase muscle mass and strength
618,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't have enough time,I don't really exercise,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
619,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't have enough time,I don't really exercise,Temptation and cravings,I want to increase muscle mass and strength
620,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't have enough time,I don't really exercise,Temptation and cravings,I'm sorry ... I'm not really interested in exercising
621,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I can't stay motivated,Team sport,Ease of access to fast food,I want to increase muscle mass and strength
622,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I can't stay motivated,Team sport,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
623,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I can't stay motivated,Team sport,Temptation and cravings,I want to increase muscle mass and strength
624,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I can't stay motivated,Team sport,Temptation and cravings,I'm sorry ... I'm not really interested in exercising
625,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to increase muscle mass and strength
626,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
627,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to increase muscle mass and strength
628,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I'm sorry ... I'm not really interested in exercising
629,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't really enjoy exercising,Team sport,Ease of access to fast food,I want to increase muscle mass and strength
630,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't really enjoy exercising,Team sport,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
631,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't really enjoy exercising,Team sport,Temptation and cravings,I want to increase muscle mass and strength
632,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't really enjoy exercising,Team sport,Temptation and cravings,I'm sorry ... I'm not really interested in exercising
633,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't really enjoy exercising,I don't really exercise,Ease of access to fast food,I want to increase muscle mass and strength
634,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't really enjoy exercising,I don't really exercise,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
635,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't really enjoy exercising,I don't really exercise,Temptation and cravings,I want to increase muscle mass and strength
636,Male,19 to 25,2,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,No,No,I don't really enjoy exercising,I don't really exercise,Temptation and cravings,I'm sorry ... I'm not really interested in exercising
637,Male,26 to 30,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,4,No,No,I don't have enough time,I don't really exercise,Ease of access to fast food,I want to be fit
638,Male,26 to 30,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,4,No,No,I don't have enough time,I don't really exercise,Ease of access to fast food,I want to increase muscle mass and strength
639,Male,26 to 30,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,4,No,No,I don't have enough time,I don't really exercise,Ease of access to fast food,I want to lose weight
640,Male,26 to 30,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,4,No,No,I don't have enough time,I don't really exercise,Temptation and cravings,I want to be fit
641,Male,26 to 30,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,4,No,No,I don't have enough time,I don't really exercise,Temptation and cravings,I want to increase muscle mass and strength
642,Male,26 to 30,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,4,No,No,I don't have enough time,I don't really exercise,Temptation and cravings,I want to lose weight
643,Male,26 to 30,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,4,No,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to be fit
644,Male,26 to 30,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,4,No,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to increase muscle mass and strength
645,Male,26 to 30,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,4,No,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to lose weight
646,Male,26 to 30,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,4,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to be fit
647,Male,26 to 30,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,4,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to increase muscle mass and strength
648,Male,26 to 30,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,4,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to lose weight
649,Male,19 to 25,5,Good,Everyday,Alone,Early morning,2 hours,Yes,4,Yes,No,I have an injury,Team sport,Temptation and cravings,I want to be fit
650,Male,19 to 25,5,Good,Everyday,Alone,Early morning,2 hours,Yes,4,Yes,No,I have an injury,Team sport,Temptation and cravings,I want to lose weight
651,Male,19 to 25,5,Good,Everyday,Alone,Early morning,2 hours,Yes,4,Yes,No,I have an injury,Team sport,Temptation and cravings,I want to relieve stress
652,Male,19 to 25,5,Average,Never,With a friend,Early morning,1 hour,No,4,Yes,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
653,Female,19 to 25,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,3,Yes,No,I don't have enough time,I don't really exercise,Ease of access to fast food,I want to relieve stress
654,Female,19 to 25,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,No,3,Yes,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to relieve stress
655,Female,26 to 30,4,Good,Never,With a friend,Evening,I don't really exercise,Not always,3,No,No,I'll become too tired,Walking or jogging,Temptation and cravings,I want to be flexible
656,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
657,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
658,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to relieve stress
659,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I don't have enough time,Gym,Temptation and cravings,I want to be fit
660,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I don't have enough time,Gym,Temptation and cravings,I want to increase muscle mass and strength
661,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I don't have enough time,Gym,Temptation and cravings,I want to relieve stress
662,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I'll become too tired,Walking or jogging,Temptation and cravings,I want to be fit
663,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I'll become too tired,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
664,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I'll become too tired,Walking or jogging,Temptation and cravings,I want to relieve stress
665,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I'll become too tired,Gym,Temptation and cravings,I want to be fit
666,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I'll become too tired,Gym,Temptation and cravings,I want to increase muscle mass and strength
667,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I'll become too tired,Gym,Temptation and cravings,I want to relieve stress
668,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I have an injury,Walking or jogging,Temptation and cravings,I want to be fit
669,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I have an injury,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
670,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I have an injury,Walking or jogging,Temptation and cravings,I want to relieve stress
671,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I have an injury,Gym,Temptation and cravings,I want to be fit
672,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I have an injury,Gym,Temptation and cravings,I want to increase muscle mass and strength
673,Female,15 to 18,4,Good,1 to 2 times a week,Alone,Evening,1 hour,Not always,3,Yes,No,I have an injury,Gym,Temptation and cravings,I want to relieve stress
674,Female,40 and above,5,Good,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,No,I can't stay motivated,Yoga,Ease of access to fast food,I want to be fit
675,Male,19 to 25,5,Good,Everyday,Alone,Early morning,30 minutes,Not always,4,Yes,No,I exercise regularly with no barriers,Team sport,Ease of access to fast food,I want to lose weight
676,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,I can't stay motivated,Walking or jogging,Ease of access to fast food,I want to be fit
677,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,I can't stay motivated,Walking or jogging,Ease of access to fast food,I want to be flexible
678,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,I can't stay motivated,Walking or jogging,Ease of access to fast food,To maintain healthy body and mind
679,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to be fit
680,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to be flexible
681,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,I can't stay motivated,Walking or jogging,Temptation and cravings,To maintain healthy body and mind
682,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to be fit
683,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to be flexible
684,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,To maintain healthy body and mind
685,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to be fit
686,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to be flexible
687,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,To maintain healthy body and mind
688,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,Laziness ,Walking or jogging,Ease of access to fast food,I want to be fit
689,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,Laziness ,Walking or jogging,Ease of access to fast food,I want to be flexible
690,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,Laziness ,Walking or jogging,Ease of access to fast food,To maintain healthy body and mind
691,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,Laziness ,Walking or jogging,Temptation and cravings,I want to be fit
692,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,Laziness ,Walking or jogging,Temptation and cravings,I want to be flexible
693,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,Laziness ,Walking or jogging,Temptation and cravings,To maintain healthy body and mind
694,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,Laziness ,I don't really exercise,Ease of access to fast food,I want to be fit
695,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,Laziness ,I don't really exercise,Ease of access to fast food,I want to be flexible
696,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,Laziness ,I don't really exercise,Ease of access to fast food,To maintain healthy body and mind
697,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,Laziness ,I don't really exercise,Temptation and cravings,I want to be fit
698,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,Laziness ,I don't really exercise,Temptation and cravings,I want to be flexible
699,Female,19 to 25,3,Good,Never,I don't really exercise,Early morning,I don't really exercise,Not always,4,No,No,Laziness ,I don't really exercise,Temptation and cravings,To maintain healthy body and mind
700,Female,19 to 25,3,Good,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I can't stay motivated,Yoga,Ease of access to fast food,I want to be flexible
701,Female,19 to 25,3,Good,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I can't stay motivated,Yoga,Ease of access to fast food,I want to relieve stress
702,Female,19 to 25,3,Good,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I can't stay motivated,Yoga,Temptation and cravings,I want to be flexible
703,Female,19 to 25,3,Good,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I can't stay motivated,Yoga,Temptation and cravings,I want to relieve stress
704,Female,19 to 25,3,Good,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I'll become too tired,Yoga,Ease of access to fast food,I want to be flexible
705,Female,19 to 25,3,Good,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I'll become too tired,Yoga,Ease of access to fast food,I want to relieve stress
706,Female,19 to 25,3,Good,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I'll become too tired,Yoga,Temptation and cravings,I want to be flexible
707,Female,19 to 25,3,Good,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I'll become too tired,Yoga,Temptation and cravings,I want to relieve stress
708,Male,40 and above,4,Good,2 to 3 times a week,With a group,Evening,1 hour,Yes,4,Yes,Yes,I don't have enough time,Team sport,Cost,I want to be flexible
709,Male,40 and above,4,Good,2 to 3 times a week,With a group,Evening,1 hour,Yes,4,Yes,Yes,I don't have enough time,Team sport,Cost,I want to relieve stress
710,Female,40 and above,3,Average,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to lose weight
711,Female,40 and above,3,Average,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to be flexible
712,Female,40 and above,3,Average,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to lose weight
713,Female,40 and above,3,Average,1 to 2 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to be flexible
714,Female,40 and above,5,Average,Never,I don't really exercise,Early morning,I don't really exercise,Not always,3,No,Yes,I don't really enjoy exercising,I don't really exercise,Lack of time,I'm sorry ... I'm not really interested in exercising
715,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to be fit
716,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to increase muscle mass and strength
717,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
718,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
719,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I don't have enough time,Lifting weights,Ease of access to fast food,I want to be fit
720,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I don't have enough time,Lifting weights,Ease of access to fast food,I want to increase muscle mass and strength
721,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I don't have enough time,Lifting weights,Temptation and cravings,I want to be fit
722,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I don't have enough time,Lifting weights,Temptation and cravings,I want to increase muscle mass and strength
723,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I can't stay motivated,Walking or jogging,Ease of access to fast food,I want to be fit
724,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I can't stay motivated,Walking or jogging,Ease of access to fast food,I want to increase muscle mass and strength
725,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to be fit
726,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
727,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I can't stay motivated,Lifting weights,Ease of access to fast food,I want to be fit
728,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I can't stay motivated,Lifting weights,Ease of access to fast food,I want to increase muscle mass and strength
729,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I can't stay motivated,Lifting weights,Temptation and cravings,I want to be fit
730,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,No,Yes,I can't stay motivated,Lifting weights,Temptation and cravings,I want to increase muscle mass and strength
731,Female,19 to 25,3,Average,5 to 6 times a week,With a friend,Early morning,I don't really exercise,No,5,Yes,No,I can't stay motivated,Yoga,Ease of access to fast food,I want to be flexible
732,Female,19 to 25,3,Average,5 to 6 times a week,With a friend,Early morning,I don't really exercise,No,5,Yes,No,I can't stay motivated,Yoga,Temptation and cravings,I want to be flexible
733,Female,19 to 25,4,Good,Everyday,Alone,Evening,2 hours,Yes,4,Yes,Yes,I exercise regularly with no barriers,Walking or jogging,Temptation and cravings,I want to be fit
734,Female,19 to 25,4,Good,Everyday,Alone,Evening,2 hours,Yes,4,Yes,Yes,I exercise regularly with no barriers,Team sport,Temptation and cravings,I want to be fit
735,Male,40 and above,4,Average,3 to 4 times a week,Alone,Early morning,30 minutes,Yes,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
736,Male,40 and above,4,Average,3 to 4 times a week,Alone,Early morning,30 minutes,Yes,3,Yes,Yes,I don't have enough time,Gym,Temptation and cravings,I want to lose weight
737,Male,40 and above,4,Average,3 to 4 times a week,Alone,Early morning,30 minutes,Yes,3,Yes,Yes,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to lose weight
738,Male,40 and above,4,Average,3 to 4 times a week,Alone,Early morning,30 minutes,Yes,3,Yes,Yes,I can't stay motivated,Gym,Temptation and cravings,I want to lose weight
739,Male,40 and above,4,Average,3 to 4 times a week,Alone,Early morning,30 minutes,Yes,3,Yes,Yes,I don't really enjoy exercising,Walking or jogging,Temptation and cravings,I want to lose weight
740,Male,40 and above,4,Average,3 to 4 times a week,Alone,Early morning,30 minutes,Yes,3,Yes,Yes,I don't really enjoy exercising,Gym,Temptation and cravings,I want to lose weight
741,Male,26 to 30,2,Average,1 to 2 times a week,With a friend,Early morning,30 minutes,Not always,3,No,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
742,Male,26 to 30,2,Average,1 to 2 times a week,With a friend,Early morning,30 minutes,Not always,3,No,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
743,Male,26 to 30,2,Average,1 to 2 times a week,With a friend,Early morning,30 minutes,Not always,3,No,Yes,I don't have enough time,Lifting weights,Temptation and cravings,I want to increase muscle mass and strength
744,Male,26 to 30,2,Average,1 to 2 times a week,With a friend,Early morning,30 minutes,Not always,3,No,Yes,I don't have enough time,Lifting weights,Temptation and cravings,I want to lose weight
745,Male,26 to 30,2,Average,1 to 2 times a week,With a friend,Early morning,30 minutes,Not always,3,No,Yes,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
746,Male,26 to 30,2,Average,1 to 2 times a week,With a friend,Early morning,30 minutes,Not always,3,No,Yes,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to lose weight
747,Male,26 to 30,2,Average,1 to 2 times a week,With a friend,Early morning,30 minutes,Not always,3,No,Yes,I can't stay motivated,Lifting weights,Temptation and cravings,I want to increase muscle mass and strength
748,Male,26 to 30,2,Average,1 to 2 times a week,With a friend,Early morning,30 minutes,Not always,3,No,Yes,I can't stay motivated,Lifting weights,Temptation and cravings,I want to lose weight
749,Female,19 to 25,5,Unfit,1 to 2 times a week,Alone,Early morning,1 hour,Not always,3,Yes,Yes,I can't stay motivated,Gym,Temptation and cravings,I want to lose weight
750,Male,40 and above,5,Good,3 to 4 times a week,With a friend,Evening,1 hour,Yes,4,No,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
751,Male,40 and above,5,Good,3 to 4 times a week,With a friend,Evening,1 hour,Yes,4,No,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
752,Male,40 and above,5,Good,3 to 4 times a week,With a friend,Evening,1 hour,Yes,4,No,No,I don't have enough time,Gym,Temptation and cravings,I want to be fit
753,Male,40 and above,5,Good,3 to 4 times a week,With a friend,Evening,1 hour,Yes,4,No,No,I don't have enough time,Gym,Temptation and cravings,I want to lose weight
754,Male,40 and above,5,Good,3 to 4 times a week,With a friend,Evening,1 hour,Yes,4,No,No,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to be fit
755,Male,40 and above,5,Good,3 to 4 times a week,With a friend,Evening,1 hour,Yes,4,No,No,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to lose weight
756,Male,40 and above,5,Good,3 to 4 times a week,With a friend,Evening,1 hour,Yes,4,No,No,I can't stay motivated,Gym,Temptation and cravings,I want to be fit
757,Male,40 and above,5,Good,3 to 4 times a week,With a friend,Evening,1 hour,Yes,4,No,No,I can't stay motivated,Gym,Temptation and cravings,I want to lose weight
758,Female,30 to 40,3,Average,3 to 4 times a week,Alone,Early morning,30 minutes,Not always,3,Yes,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
759,Female,19 to 25,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,Not always,3,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to be fit
760,Female,19 to 25,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,Not always,3,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to increase muscle mass and strength
761,Female,19 to 25,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,Not always,3,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to lose weight
762,Female,19 to 25,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,Not always,3,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I'm sorry ... I'm not really interested in exercising
800,Male,19 to 25,4,Average,2 to 3 times a week,Alone,Evening,1 hour,Not always,2,No,Yes,I don't have enough time,Gym,Lack of time,I want to lose weight
763,Female,19 to 25,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,Not always,3,No,No,I don't really enjoy exercising,I don't really exercise,Temptation and cravings,I want to be fit
764,Female,19 to 25,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,Not always,3,No,No,I don't really enjoy exercising,I don't really exercise,Temptation and cravings,I want to increase muscle mass and strength
765,Female,19 to 25,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,Not always,3,No,No,I don't really enjoy exercising,I don't really exercise,Temptation and cravings,I want to lose weight
766,Female,19 to 25,3,Average,Never,I don't really exercise,Early morning,I don't really exercise,Not always,3,No,No,I don't really enjoy exercising,I don't really exercise,Temptation and cravings,I'm sorry ... I'm not really interested in exercising
767,Female,30 to 40,4,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I don't have enough time,Walking or jogging,Lack of time,I want to be fit
768,Female,30 to 40,4,Average,2 to 3 times a week,Alone,Early morning,30 minutes,Not always,3,No,No,I don't have enough time,Walking or jogging,Lack of time,I want to lose weight
769,Female,40 and above,5,Very good,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to lose weight
770,Male,40 and above,5,Good,3 to 4 times a week,With a group,Early morning,1 hour,Not always,4,Yes,Yes,I exercise regularly with no barriers,Walking or jogging,Lack of time,I want to be fit
771,Male,40 and above,5,Good,3 to 4 times a week,With a group,Early morning,1 hour,Not always,4,Yes,Yes,I exercise regularly with no barriers,Walking or jogging,Lack of time,I want to be flexible
772,Male,40 and above,5,Good,3 to 4 times a week,With a group,Early morning,1 hour,Not always,4,Yes,Yes,I exercise regularly with no barriers,Walking or jogging,Lack of time,I want to achieve a sporting goal
